Этап,URL,Страница,Город,Тип,Запрос,Язык,Роль запроса,Интент,Частотность/мес,Конкуренция Ads,Ставка low,Ставка high,Решение,Приоритет,Источник
2,/remont-elektrovelosypediv/,Ремонт електровелосипедів,Харків + Київ,електровелосипед,мастер по ремонту электровелосипедов,RU,Основной/дополнительный запрос,"Ремонт электровелосипеда: мотор, батарея, контроллер, зарядка",0,Неизвестно,nan,nan,"Отдельная страница, спрос есть",Высокий/средний,Keyword Stats 2026-05-14 at 17_22_01.csv
2,/remont-elektrovelosypediv/,Ремонт електровелосипедів,Харків + Київ,електровелосипед,ремонт мотора электровелосипеда,RU,Блок поломки / FAQ,"Ремонт электровелосипеда: мотор, батарея, контроллер, зарядка",0,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,Высокий/средний,Keyword Stats 2026-05-14 at 17_30_18.csv
2,/remont-elektrovelosypediv/,Ремонт електровелосипедів,Харків + Київ,електровелосипед,ремонт електровелосипедів,UA,Основной/дополнительный запрос,"Ремонт электровелосипеда: мотор, батарея, контроллер, зарядка",,,,,"Отдельная страница, спрос есть",Высокий/средний,Из переписки/маска для проверки
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,гироскутер ремонт,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_21_21.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,переделка гироскутера под ручку газа,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_22_01.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,починка гироскутера,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_21_21.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт аккумулятора гироскутера,RU,Блок поломки / FAQ,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,Средний,Keyword Stats 2026-05-14 at 17_22_01.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт батареи гироскутера,RU,Блок поломки / FAQ,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,Средний,Keyword Stats 2026-05-14 at 17_22_01.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт гироскутер,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_21_21.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт гироскутера,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Средний,"2,76","18,44",Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_28_59.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт гироскутера своими руками,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Низкий,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_22_01.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт гироскутеров,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Средний,"2,76","18,44",Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_21_21.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт гироскутеров харьков,RU,Коммерческий city-запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Средний,"3,88","25,03",Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_21_21.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт зарядки гироскутера,RU,Блок поломки / FAQ,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,Средний,Keyword Stats 2026-05-14 at 17_29_25.csv
2,/remont-hiroskuteriv/,Ремонт гіроскутерів,Харків + Київ,гіроскутер,ремонт платы гироскутера,RU,Основной/дополнительный запрос,"Ремонт гироскутера: плата, батарея, баланс, зарядка",10,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_29_25.csv
2,/remont-hirobordiv/,Ремонт гіробордів,Харків + Київ,гіроборд,ремонт гироборда,RU,Основной/дополнительный запрос,"Ремонт гироборда: батарея, плата, корпус, зарядка",10,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_28_59.csv
2,/remont-hirobordiv/,Ремонт гіробордів,Харків + Київ,гіроборд,ремонт гиробордов,RU,Основной/дополнительный запрос,"Ремонт гироборда: батарея, плата, корпус, зарядка",10,Низкий,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_21_21.csv
2,/remont-hirobordiv/,Ремонт гіробордів,Харків + Київ,гіроборд,ремонт гіроборда,UA,Основной/дополнительный запрос,"Ремонт гироборда: батарея, плата, корпус, зарядка",10,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_28_59.csv
2,/remont-hirobordiv/,Ремонт гіробордів,Харків + Київ,гіроборд,ремонт аккумулятора гироборда,RU,Блок поломки / FAQ,"Ремонт гироборда: батарея, плата, корпус, зарядка",,,,,Пока блок поломки / FAQ внутри основной страницы,Средний,Из переписки/маска для проверки
2,/remont-hirobordiv/,Ремонт гіробордів,Харків + Київ,гіроборд,ремонт зарядки гироборда,RU,Блок поломки / FAQ,"Ремонт гироборда: батарея, плата, корпус, зарядка",,,,,Пока блок поломки / FAQ внутри основной страницы,Средний,Из переписки/маска для проверки
2,/remont-monokolis/,Ремонт моноколіс,Харків + Київ,моноколесо,ремонт моноколес,RU,Основной/дополнительный запрос,"Ремонт моноколеса: батарея, мотор, контроллер, корпус",10,Средний,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_22_01.csv
2,/remont-monokolis/,Ремонт моноколіс,Харків + Київ,моноколесо,ремонт моноколеса,RU,Основной/дополнительный запрос,"Ремонт моноколеса: батарея, мотор, контроллер, корпус",10,Средний,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_28_59.csv
2,/remont-monokolis/,Ремонт моноколіс,Харків + Київ,моноколесо,моноколесо ремонт,RU,Основной/дополнительный запрос,"Ремонт моноколеса: батарея, мотор, контроллер, корпус",0,Неизвестно,nan,nan,Отдельная страница второго этапа,Средний,Keyword Stats 2026-05-14 at 17_21_21.csv
2,/remont-monokolis/,Ремонт моноколіс,Харків + Київ,моноколесо,ремонт батареи моноколеса,RU,Блок поломки / FAQ,"Ремонт моноколеса: батарея, мотор, контроллер, корпус",,,,,Пока блок поломки / FAQ внутри основной страницы,Средний,Из переписки/маска для проверки
2,/remont-monokolis/,Ремонт моноколіс,Харків + Київ,моноколесо,сервис моноколес,RU,Основной/дополнительный запрос,"Ремонт моноколеса: батарея, мотор, контроллер, корпус",,,,,Отдельная страница второго этапа,Средний,Из переписки/маска для проверки
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,xiaomi m365 не включается,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,xiaomi m365 не заряжается,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,ремонт зарядки xiaomi,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,ремонт самоката xiaomi,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Средний,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,ремонт самокатов сяоми,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,ремонт электросамокатов xiaomi,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Низкий,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,сервис самокатов xiaomi,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,сервисный центр самокатов xiaomi,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,электросамокат xiaomi не заряжается,RU,Брендовый блок,Ремонт конкретного бренда/модели,10,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,xiaomi m365 быстро разряжается,RU,Брендовый блок,Ремонт конкретного бренда/модели,0,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_19_48.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,xiaomi mijia m365 не заряжается,RU,Брендовый блок,Ремонт конкретного бренда/модели,0,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,ремонт электросамокатов xiaomi харьков,RU,Брендовый блок,Ремонт конкретного бренда/модели,0,Неизвестно,nan,nan,Пока блок бренда внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-elektrosamokativ-xiaomi/,Ремонт електросамокатів Xiaomi,Харків + Київ,бренд електросамоката,ремонт камеры xiaomi,RU,Брендовый блок,Ремонт конкретного бренда/модели,,,,,Пока блок бренда внутри основной страницы,После проверки,Из переписки/маска для проверки
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,не заряжается самокат,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,не заряжается электросамокат,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,самокат не заряжается,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,электросамокат не заряжается,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,замена аккумулятора электросамоката харьков,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,0,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,самокат не заряжается до конца,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,0,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,электрический самокат зарядка,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,0,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,электросамокат не включается без зарядки,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,0,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,ремонт аккумулятора электросамоката,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,,,,,Пока блок поломки / FAQ внутри основной страницы,После проверки,Из переписки/маска для проверки
3,/remont-akumuliatora-elektrosamokata/,Ремонт акумулятора електросамоката,Харків + Київ,поломка електросамоката,ремонт батареи электросамоката,RU,Блок поломки / FAQ,Решить конкретную проблему с батареей/зарядкой,,,,,Пока блок поломки / FAQ внутри основной страницы,После проверки,Из переписки/маска для проверки
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,замена контроллера электросамоката,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Высокий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,не включается самокат,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,не включается электросамокат,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,не едет электросамокат,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,ремонт контроллера электросамоката,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Низкий,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,самокат выключился и не включается,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,самокат не включается,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,электросамокат выключился и не включается,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,электросамокат не включается,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,электросамокат не включается дисплей,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,электросамокат не включается причины,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,электросамокат не едет,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",10,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,ремонт контроллера самоката,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",0,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_21_21.csv
3,/remont-kontrolera-elektrosamokata/,Ремонт контролера електросамоката,Харків + Київ,поломка електросамоката,ремонт контроллера электросамоката харьков,RU,Блок поломки / FAQ,"Ремонт контроллера, ошибок, не едет/не включается",0,Неизвестно,nan,nan,Пока блок поломки / FAQ внутри основной страницы,После проверки,Keyword Stats 2026-05-14 at 17_17_56.csv
